timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-15T12:26:34,codecarbon,aaa598b1-2241-4c22-80cc-bdefdafb7472,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,125.12206380599991,0.0001347125878029826,1.0766493430915005e-06,4.604703025500001,47.60326030951922,20.0,0.00015456443676345124,0.0015793957079599998,0.0006699476302722232,0.0024039077749956742,0.0,France,FRA,île-de-france,,,Linux-6.17.0-20-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,1,1 x NVIDIA GeForce RTX 3050 Ti Laptop GPU,2.3488,48.8534,31.019325256347656,machine,9.009756097560976,0.0,20.867479674796748,6.471934403830428,N,1.0,0.0
